,Match_ID,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,rain_game
411,1503,2012-04-15,Paderborn,Cottbus,3,1,H,False
412,1504,2011-11-21,Bochum,Cottbus,0,1,A,False
413,1505,2011-07-22,Duisburg,Cottbus,1,2,A,True
414,1506,2012-03-04,Ein Frankfurt,Cottbus,1,0,H,False
415,1507,2011-08-13,Aachen,Cottbus,0,2,A,False
416,1508,2011-08-29,Erzgebirge Aue,Cottbus,0,0,D,False
417,1509,2012-04-05,Greuther Furth,Cottbus,3,0,H,False
418,1510,2012-02-17,Karlsruhe,Cottbus,2,0,H,False
419,1511,2012-03-25,St Pauli,Cottbus,0,0,D,False
420,1512,2011-10-16,Frankfurt FSV,Cottbus,0,1,A,False
421,1513,2011-12-02,Union Berlin,Cottbus,1,0,H,False
422,1514,2012-04-29,Ingolstadt,Cottbus,1,0,H,False
423,1515,2011-09-17,Braunschweig,Cottbus,3,1,H,False
424,1516,2011-09-24,Fortuna Dusseldorf,Cottbus,4,2,H,False
425,1517,2011-08-13,Paderborn,Greuther Furth,0,1,A,False
426,1518,2012-04-20,Frankfurt FSV,Greuther Furth,1,1,D,False
427,1519,2012-02-03,Dresden,Greuther Furth,3,1,H,False
428,1520,2012-04-10,Braunschweig,Greuther Furth,0,0,D,False
429,1521,2011-11-28,Fortuna Dusseldorf,Greuther Furth,2,1,H,False
430,1522,2012-03-02,Duisburg,Greuther Furth,0,2,A,False
431,1523,2011-08-26,Bochum,Greuther Furth,1,4,A,False
432,1524,2012-03-31,Erzgebirge Aue,Greuther Furth,1,1,D,False
433,1525,2011-07-23,Union Berlin,Greuther Furth,0,4,A,False
434,1526,2011-10-22,Cottbus,Greuther Furth,0,2,A,False
435,1527,2011-11-05,St Pauli,Greuther Furth,2,2,D,False
436,1528,2012-05-06,Hansa Rostock,Greuther Furth,2,2,D,False
437,1529,2011-09-18,Aachen,Greuther Furth,0,0,D,True
438,1530,2011-10-02,Karlsruhe,Greuther Furth,2,2,D,False
439,1531,2012-02-19,Ingolstadt,Greuther Furth,0,0,D,False
440,1532,2011-12-12,Ein Frankfurt,Greuther Furth,0,0,D,True
441,1533,2012-03-17,Munich 1860,Greuther Furth,1,4,A,False
442,1534,2011-11-20,Ein Frankfurt,Aachen,4,3,H,False
443,1535,2011-08-19,Hansa Rostock,Aachen,0,0,D,False
444,1536,2012-03-23,Frankfurt FSV,Aachen,2,1,H,False
445,1537,2011-09-09,Paderborn,Aachen,0,0,D,False
446,1538,2012-04-14,Duisburg,Aachen,2,0,H,False
447,1539,2011-10-16,Dresden,Aachen,1,1,D,False
448,1540,2012-05-06,Munich 1860,Aachen,1,2,A,False
449,1541,2011-12-18,Braunschweig,Aachen,1,1,D,True
450,1542,2012-02-10,Cottbus,Aachen,1,1,D,False
451,1543,2011-09-24,Union Berlin,Aachen,2,0,H,False
452,1544,2012-02-27,Fortuna Dusseldorf,Aachen,0,0,D,False
453,1545,2011-08-05,St Pauli,Aachen,3,1,H,True
454,1546,2012-03-09,Greuther Furth,Aachen,1,0,H,False
455,1547,2012-04-08,Ingolstadt,Aachen,3,3,D,False
456,1548,2011-10-28,Bochum,Aachen,1,0,H,False
457,1549,2011-11-26,Karlsruhe,Aachen,0,2,A,False
458,1550,2011-07-16,Erzgebirge Aue,Aachen,1,0,H,False
459,1551,2011-07-15,Frankfurt FSV,Union Berlin,1,1,D,False
460,1552,2012-05-06,Cottbus,Union Berlin,2,1,H,False
461,1553,2011-11-25,Hansa Rostock,Union Berlin,2,5,A,False
462,1554,2011-09-17,Duisburg,Union Berlin,1,1,D,False
463,1555,2012-03-02,Ingolstadt,Union Berlin,3,3,D,False
464,1556,2012-02-03,Paderborn,Union Berlin,3,2,H,False
465,1557,2012-03-16,Aachen,Union Berlin,1,3,A,False
466,1558,2011-10-23,Erzgebirge Aue,Union Berlin,1,1,D,False
467,1559,2012-04-01,Karlsruhe,Union Berlin,2,0,H,False
468,1560,2012-02-18,Bochum,Union Berlin,4,2,H,False
469,1561,2012-04-22,Fortuna Dusseldorf,Union Berlin,2,1,H,False
470,1562,2011-11-04,Braunschweig,Union Berlin,1,2,A,False
471,1563,2011-08-12,Dresden,Union Berlin,4,0,H,False
472,1564,2011-12-16,Greuther Furth,Union Berlin,5,0,H,True
473,1565,2011-09-30,Ein Frankfurt,Union Berlin,3,1,H,False
474,1566,2011-08-28,Munich 1860,Union Berlin,3,1,H,False
475,1567,2012-04-10,St Pauli,Union Berlin,2,1,H,False
476,1568,2011-11-18,Duisburg,Braunschweig,3,0,H,True
477,1569,2012-04-29,Bochum,Braunschweig,2,0,H,False
478,1570,2012-04-07,Dresden,Braunschweig,2,2,D,False
479,1571,2011-09-23,Frankfurt FSV,Braunschweig,1,1,D,False
480,1572,2011-10-14,Paderborn,Braunschweig,1,0,H,False
481,1573,2012-03-24,Fortuna Dusseldorf,Braunschweig,1,1,D,False
482,1574,2011-07-24,Aachen,Braunschweig,0,2,A,False
483,1575,2012-02-26,St Pauli,Braunschweig,0,0,D,False
484,1576,2012-03-11,Cottbus,Braunschweig,1,1,D,False
485,1577,2011-10-31,Greuther Furth,Braunschweig,1,3,A,False
486,1578,2011-12-09,Munich 1860,Braunschweig,3,0,H,False
487,1579,2011-09-09,Hansa Rostock,Braunschweig,0,0,D,False
488,1580,2012-02-05,Ein Frankfurt,Braunschweig,2,1,H,False
489,1581,2012-04-13,Union Berlin,Braunschweig,1,0,H,False
490,1582,2011-12-02,Ingolstadt,Braunschweig,0,1,A,False
491,1583,2012-02-20,Erzgebirge Aue,Braunschweig,1,1,D,False
492,1584,2011-08-12,Karlsruhe,Braunschweig,1,3,A,False
493,1585,2012-04-05,Union Berlin,Erzgebirge Aue,1,0,H,False
494,1586,2011-12-04,Bochum,Erzgebirge Aue,6,0,H,False
495,1587,2011-09-11,Frankfurt FSV,Erzgebirge Aue,1,1,D,False
496,1588,2012-03-25,Hansa Rostock,Erzgebirge Aue,0,1,A,False
497,1589,2011-09-23,St Pauli,Erzgebirge Aue,2,3,A,False
498,1590,2011-08-14,Munich 1860,Erzgebirge Aue,4,0,H,True
499,1591,2011-10-16,Greuther Furth,Erzgebirge Aue,2,0,H,False
500,1592,2011-10-29,Paderborn,Erzgebirge Aue,1,0,H,False
501,1593,2012-04-29,Duisburg,Erzgebirge Aue,2,1,H,False
502,1594,2012-04-14,Ein Frankfurt,Erzgebirge Aue,4,0,H,False
503,1595,2011-12-11,Aachen,Erzgebirge Aue,1,1,D,False
504,1596,2011-07-22,Ingolstadt,Erzgebirge Aue,0,0,D,True
505,1597,2011-11-20,Dresden,Erzgebirge Aue,1,2,A,False
506,1598,2011-08-20,Braunschweig,Erzgebirge Aue,1,1,D,False
507,1599,2012-02-05,Karlsruhe,Erzgebirge Aue,2,1,H,False
508,1600,2012-02-25,Cottbus,Erzgebirge Aue,2,0,H,False
509,1601,2012-03-10,Fortuna Dusseldorf,Erzgebirge Aue,3,1,H,False
510,1602,2011-07-17,Hansa Rostock,Paderborn,1,2,A,False
511,1603,2011-10-02,Duisburg,Paderborn,0,1,A,False
512,1604,2011-12-16,Fortuna Dusseldorf,Paderborn,2,3,A,True
513,1605,2012-04-22,Karlsruhe,Paderborn,2,0,H,False
514,1606,2012-03-03,Aachen,Paderborn,0,3,A,False
515,1607,2011-08-21,Dresden,Paderborn,1,2,A,False
516,1608,2011-08-28,Ein Frankfurt,Paderborn,0,0,D,False
517,1609,2011-09-18,Bochum,Paderborn,0,4,A,True
518,1610,2012-05-06,St Pauli,Paderborn,5,0,H,False
519,1611,2012-02-12,Greuther Furth,Paderborn,5,1,H,False
520,1612,2011-11-25,Frankfurt FSV,Paderborn,2,2,D,False
521,1613,2011-08-05,Union Berlin,Paderborn,3,0,H,True
522,1614,2012-04-11,Erzgebirge Aue,Paderborn,0,2,A,False
523,1615,2012-03-30,Braunschweig,Paderborn,0,0,D,False
524,1616,2011-10-21,Munich 1860,Paderborn,1,1,D,False
525,1617,2011-11-06,Cottbus,Paderborn,0,2,A,False
526,1618,2012-03-17,Ingolstadt,Paderborn,4,0,H,False
527,1619,2011-08-27,Nurnberg,Augsburg,1,0,H,True
528,1620,2012-03-24,Werder Bremen,Augsburg,1,1,D,False
529,1621,2011-11-20,Stuttgart,Augsburg,2,1,H,False
530,1622,2011-12-17,Hamburg,Augsburg,1,1,D,False
531,1623,2012-04-07,Bayern Munich,Augsburg,2,1,H,False
532,1624,2012-04-28,M'gladbach,Augsburg,0,0,D,False
533,1625,2012-02-04,Hoffenheim,Augsburg,2,2,D,False
534,1626,2011-10-30,FC Koln,Augsburg,3,0,H,False
535,1627,2011-12-04,Schalke 04,Augsburg,3,1,H,False
536,1628,2012-03-03,Hannover,Augsburg,2,2,D,False
537,1629,2011-09-17,Hertha,Augsburg,2,2,D,False
538,1630,2011-10-15,Mainz,Augsburg,0,1,A,False
539,1631,2012-02-18,Leverkusen,Augsburg,4,1,H,False
540,1632,2012-04-14,Wolfsburg,Augsburg,1,2,A,False
541,1633,2011-08-14,Kaiserslautern,Augsburg,1,1,D,True
542,1634,2011-10-01,Dortmund,Augsburg,4,0,H,False
543,1635,2012-01-21,Freiburg,Augsburg,1,0,H,False
544,1636,2011-11-20,Hamburg,Hoffenheim,2,0,H,False
545,1637,2012-01-28,Dortmund,Hoffenheim,3,1,H,False
546,1638,2012-03-24,M'gladbach,Hoffenheim,1,2,A,False
547,1639,2012-02-11,Werder Bremen,Hoffenheim,1,1,D,False
548,1640,2011-12-02,Leverkusen,Hoffenheim,2,0,H,False
549,1641,2011-10-15,Stuttgart,Hoffenheim,2,0,H,False
550,1642,2012-04-07,Kaiserslautern,Hoffenheim,1,2,A,False
551,1643,2012-03-10,Bayern Munich,Hoffenheim,7,1,H,False
552,1644,2011-09-25,FC Koln,Hoffenheim,2,0,H,False
553,1645,2012-05-05,Hertha,Hoffenheim,3,1,H,False
554,1646,2011-09-10,Mainz,Hoffenheim,0,4,A,False
555,1647,2011-10-29,Schalke 04,Hoffenheim,3,1,H,False
556,1648,2011-08-06,Hannover,Hoffenheim,2,1,H,False
557,1649,2011-12-10,Nurnberg,Hoffenheim,0,2,A,False
558,1650,2011-08-20,Augsburg,Hoffenheim,0,2,A,False
559,1651,2012-04-15,Freiburg,Hoffenheim,0,0,D,False
560,1652,2012-02-25,Wolfsburg,Hoffenheim,1,2,A,False
561,1653,2011-12-04,Dresden,Frankfurt FSV,2,2,D,False
562,1654,2011-09-18,Munich 1860,Frankfurt FSV,4,0,H,True
563,1655,2011-11-20,Greuther Furth,Frankfurt FSV,4,0,H,False
564,1656,2011-08-27,Karlsruhe,Frankfurt FSV,0,4,A,True
565,1657,2012-02-03,Duisburg,Frankfurt FSV,1,2,A,False
566,1658,2011-10-23,St Pauli,Frankfurt FSV,2,1,H,False
567,1659,2012-03-16,Braunschweig,Frankfurt FSV,0,0,D,False
568,1660,2011-08-14,Ingolstadt,Frankfurt FSV,1,1,D,True
569,1661,2011-12-10,Union Berlin,Frankfurt FSV,4,0,H,False
570,1662,2011-09-30,Aachen,Frankfurt FSV,1,3,A,False
571,1663,2012-03-04,Erzgebirge Aue,Frankfurt FSV,4,3,H,False
572,1664,2012-02-18,Ein Frankfurt,Frankfurt FSV,6,1,H,False
573,1665,2012-04-29,Paderborn,Frankfurt FSV,1,0,H,False
574,1666,2012-04-01,Cottbus,Frankfurt FSV,1,1,D,False
575,1667,2011-07-22,Bochum,Frankfurt FSV,1,0,H,True
576,1668,2012-04-13,Hansa Rostock,Frankfurt FSV,0,5,A,False
577,1669,2012-04-10,Fortuna Dusseldorf,Frankfurt FSV,1,0,H,False
578,1670,2012-03-23,Bochum,Ingolstadt,0,1,A,False
579,1671,2011-11-27,Cottbus,Ingolstadt,0,0,D,False
580,1672,2011-10-15,Duisburg,Ingolstadt,3,1,H,False
581,1673,2011-11-04,Karlsruhe,Ingolstadt,3,2,H,False
582,1674,2011-08-19,Greuther Furth,Ingolstadt,3,0,H,False
583,1675,2012-02-10,Frankfurt FSV,Ingolstadt,1,1,D,False
584,1676,2011-12-16,Erzgebirge Aue,Ingolstadt,1,1,D,True
585,1677,2011-09-11,Union Berlin,Ingolstadt,4,1,H,False
586,1678,2011-07-16,St Pauli,Ingolstadt,2,0,H,False
587,1679,2012-03-11,Dresden,Ingolstadt,0,0,D,False
588,1680,2011-09-23,Paderborn,Ingolstadt,4,1,H,False
589,1681,2012-04-11,Ein Frankfurt,Ingolstadt,1,1,D,False
590,1682,2011-10-23,Aachen,Ingolstadt,3,1,H,False
591,1683,2012-05-06,Braunschweig,Ingolstadt,3,1,H,False
592,1684,2011-08-05,Fortuna Dusseldorf,Ingolstadt,4,1,H,True
593,1685,2012-02-24,Hansa Rostock,Ingolstadt,1,2,A,False
594,1686,2012-04-21,Munich 1860,Ingolstadt,4,1,H,False
595,1687,2012-04-29,Greuther Furth,Fortuna Dusseldorf,1,1,D,False
596,1688,2011-10-17,St Pauli,Fortuna Dusseldorf,1,3,A,False
597,1689,2011-12-05,Duisburg,Fortuna Dusseldorf,0,2,A,False
598,1690,2012-04-16,Dresden,Fortuna Dusseldorf,2,1,H,False
599,1691,2011-10-30,Frankfurt FSV,Fortuna Dusseldorf,2,5,A,False
600,1692,2012-04-05,Hansa Rostock,Fortuna Dusseldorf,2,1,H,False
601,1693,2012-02-04,Ingolstadt,Fortuna Dusseldorf,1,1,D,False
602,1694,2011-10-03,Braunschweig,Fortuna Dusseldorf,1,1,D,False
603,1695,2012-03-03,Karlsruhe,Fortuna Dusseldorf,0,5,A,False
604,1696,2012-03-19,Cottbus,Fortuna Dusseldorf,1,1,D,False
605,1697,2011-11-19,Union Berlin,Fortuna Dusseldorf,0,0,D,False
606,1698,2012-02-19,Munich 1860,Fortuna Dusseldorf,2,1,H,False
607,1699,2011-07-24,Paderborn,Fortuna Dusseldorf,1,1,D,False
608,1700,2011-12-10,Bochum,Fortuna Dusseldorf,1,1,D,False
609,1701,2011-08-15,Ein Frankfurt,Fortuna Dusseldorf,1,1,D,False
610,1702,2011-08-27,Aachen,Fortuna Dusseldorf,0,0,D,True
611,1703,2011-09-16,Erzgebirge Aue,Fortuna Dusseldorf,2,4,A,False
612,44495,2011-08-13,Blackburn,Wolves,1,2,A,False
613,44496,2011-08-13,Fulham,Aston Villa,0,0,D,False
614,44497,2011-08-13,Liverpool,Sunderland,1,1,D,False
615,44498,2011-08-13,Newcastle,Arsenal,0,0,D,False
616,44499,2011-08-13,QPR,Bolton,0,4,A,False
617,44500,2011-08-13,Wigan,Norwich,1,1,D,False
618,44501,2011-08-14,Stoke,Chelsea,0,0,D,True
619,44502,2011-08-14,West Brom,Man United,1,2,A,True
620,44503,2011-08-15,Man City,Swansea,4,0,H,False
621,44504,2011-08-20,Arsenal,Liverpool,0,2,A,False
622,44505,2011-08-20,Aston Villa,Blackburn,3,1,H,False
623,44506,2011-08-20,Chelsea,West Brom,2,1,H,False
624,44507,2011-08-20,Everton,QPR,0,1,A,False
625,44508,2011-08-20,Sunderland,Newcastle,0,1,A,False
626,44509,2011-08-20,Swansea,Wigan,0,0,D,False
627,44510,2011-08-21,Bolton,Man City,2,3,A,False
628,44511,2011-08-21,Norwich,Stoke,1,1,D,False
629,44512,2011-08-21,Wolves,Fulham,2,0,H,False
630,44513,2011-08-22,Man United,Tottenham,3,0,H,False
631,44514,2011-08-27,Aston Villa,Wolves,0,0,D,True
632,44515,2011-08-27,Blackburn,Everton,0,1,A,True
633,44516,2011-08-27,Chelsea,Norwich,3,1,H,True
634,44517,2011-08-27,Liverpool,Bolton,3,1,H,True
635,44518,2011-08-27,Swansea,Sunderland,0,0,D,True
636,44519,2011-08-27,Wigan,QPR,2,0,H,True
637,44520,2011-08-28,Man United,Arsenal,8,2,H,False
638,44521,2011-08-28,Newcastle,Fulham,2,1,H,False
639,44522,2011-08-28,Tottenham,Man City,1,5,A,False
640,44523,2011-08-28,West Brom,Stoke,0,1,A,False
641,44524,2011-09-10,Arsenal,Swansea,1,0,H,False
642,44525,2011-09-10,Bolton,Man United,0,5,A,False
643,44526,2011-09-10,Everton,Aston Villa,2,2,D,False
644,44527,2011-09-10,Man City,Wigan,3,0,H,False
645,44528,2011-09-10,Stoke,Liverpool,1,0,H,False
646,44529,2011-09-10,Sunderland,Chelsea,1,2,A,False
647,44530,2011-09-10,Wolves,Tottenham,0,2,A,False
648,44531,2011-09-11,Fulham,Blackburn,1,1,D,False
649,44532,2011-09-11,Norwich,West Brom,0,1,A,False
650,44533,2011-09-12,QPR,Newcastle,0,0,D,False
651,44534,2011-09-17,Aston Villa,Newcastle,1,1,D,False
652,44535,2011-09-17,Blackburn,Arsenal,4,3,H,False
653,44536,2011-09-17,Bolton,Norwich,1,2,A,False
654,44537,2011-09-17,Everton,Wigan,3,1,H,False
655,44538,2011-09-17,Swansea,West Brom,3,0,H,False
656,44539,2011-09-17,Wolves,QPR,0,3,A,False
657,44540,2011-09-18,Fulham,Man City,2,2,D,True
658,44541,2011-09-18,Man United,Chelsea,3,1,H,True
659,44542,2011-09-18,Sunderland,Stoke,4,0,H,True
660,44543,2011-09-18,Tottenham,Liverpool,4,0,H,True
661,44544,2011-09-24,Arsenal,Bolton,3,0,H,False
662,44545,2011-09-24,Chelsea,Swansea,4,1,H,False
663,44546,2011-09-24,Liverpool,Wolves,2,1,H,False
664,44547,2011-09-24,Man City,Everton,2,0,H,False
665,44548,2011-09-24,Newcastle,Blackburn,3,1,H,False
666,44549,2011-09-24,Stoke,Man United,1,1,D,False
667,44550,2011-09-24,West Brom,Fulham,0,0,D,False
668,44551,2011-09-24,Wigan,Tottenham,1,2,A,False
669,44552,2011-09-25,QPR,Aston Villa,1,1,D,False
670,44553,2011-09-26,Norwich,Sunderland,2,1,H,False
671,44554,2011-10-01,Aston Villa,Wigan,2,0,H,False
672,44555,2011-10-01,Blackburn,Man City,0,4,A,False
673,44556,2011-10-01,Everton,Liverpool,0,2,A,False
674,44557,2011-10-01,Man United,Norwich,2,0,H,False
675,44558,2011-10-01,Sunderland,West Brom,2,2,D,False
676,44559,2011-10-01,Wolves,Newcastle,1,2,A,False
677,44560,2011-10-02,Bolton,Chelsea,1,5,A,False
678,44561,2011-10-02,Fulham,QPR,6,0,H,False
679,44562,2011-10-02,Swansea,Stoke,2,0,H,False
680,44563,2011-10-02,Tottenham,Arsenal,2,1,H,False
681,44564,2011-10-15,Chelsea,Everton,3,1,H,False
682,44565,2011-10-15,Liverpool,Man United,1,1,D,False
683,44566,2011-10-15,Man City,Aston Villa,4,1,H,False
684,44567,2011-10-15,Norwich,Swansea,3,1,H,False
685,44568,2011-10-15,QPR,Blackburn,1,1,D,False
686,44569,2011-10-15,Stoke,Fulham,2,0,H,False
687,44570,2011-10-15,Wigan,Bolton,1,3,A,False
688,44571,2011-10-16,Arsenal,Sunderland,2,1,H,False
689,44572,2011-10-16,Newcastle,Tottenham,2,2,D,False
690,44573,2011-10-16,West Brom,Wolves,2,0,H,False
691,44574,2011-10-22,Aston Villa,West Brom,1,2,A,False
692,44575,2011-10-22,Bolton,Sunderland,0,2,A,False
693,44576,2011-10-22,Liverpool,Norwich,1,1,D,False
694,44577,2011-10-22,Newcastle,Wigan,1,0,H,False
695,44578,2011-10-22,Wolves,Swansea,2,2,D,False
696,44579,2011-10-23,Arsenal,Stoke,3,1,H,False
697,44580,2011-10-23,Blackburn,Tottenham,1,2,A,False
698,44581,2011-10-23,Fulham,Everton,1,3,A,False
699,44582,2011-10-23,Man United,Man City,1,6,A,False
700,44583,2011-10-23,QPR,Chelsea,1,0,H,False
701,44584,2011-10-29,Chelsea,Arsenal,3,5,A,False
702,44585,2011-10-29,Everton,Man United,0,1,A,False
703,44586,2011-10-29,Man City,Wolves,3,1,H,False
704,44587,2011-10-29,Norwich,Blackburn,3,3,D,False
705,44588,2011-10-29,Sunderland,Aston Villa,2,2,D,False
706,44589,2011-10-29,Swansea,Bolton,3,1,H,False
707,44590,2011-10-29,West Brom,Liverpool,0,2,A,False
708,44591,2011-10-29,Wigan,Fulham,0,2,A,False
709,44592,2011-10-30,Tottenham,QPR,3,1,H,False
710,44593,2011-10-31,Stoke,Newcastle,1,3,A,False
711,44594,2011-11-05,Arsenal,West Brom,3,0,H,False
712,44595,2011-11-05,Aston Villa,Norwich,3,2,H,False
713,44596,2011-11-05,Blackburn,Chelsea,0,1,A,False
714,44597,2011-11-05,Liverpool,Swansea,0,0,D,False
715,44598,2011-11-05,Man United,Sunderland,1,0,H,False
716,44599,2011-11-05,Newcastle,Everton,2,1,H,False
717,44600,2011-11-05,QPR,Man City,2,3,A,False
718,44601,2011-11-06,Bolton,Stoke,5,0,H,False
719,44602,2011-11-06,Fulham,Tottenham,1,3,A,False
720,44603,2011-11-06,Wolves,Wigan,3,1,H,False
721,44604,2011-11-19,Everton,Wolves,2,1,H,False
722,44605,2011-11-19,Man City,Newcastle,3,1,H,False
723,44606,2011-11-19,Norwich,Arsenal,1,2,A,False
724,44607,2011-11-19,Stoke,QPR,2,3,A,False
725,44608,2011-11-19,Sunderland,Fulham,0,0,D,False
726,44609,2011-11-19,Swansea,Man United,0,1,A,False
727,44610,2011-11-19,West Brom,Bolton,2,1,H,False
728,44611,2011-11-19,Wigan,Blackburn,3,3,D,False
729,44612,2011-11-20,Chelsea,Liverpool,1,2,A,False
730,44613,2011-11-21,Tottenham,Aston Villa,2,0,H,False
731,44614,2011-11-26,Arsenal,Fulham,1,1,D,False
732,44615,2011-11-26,Bolton,Everton,0,2,A,False
733,44616,2011-11-26,Chelsea,Wolves,3,0,H,False
734,44617,2011-11-26,Man United,Newcastle,1,1,D,False
735,44618,2011-11-26,Norwich,QPR,2,1,H,False
736,44619,2011-11-26,Stoke,Blackburn,3,1,H,False
737,44620,2011-11-26,Sunderland,Wigan,1,2,A,False
738,44621,2011-11-26,West Brom,Tottenham,1,3,A,False
739,44622,2011-11-27,Liverpool,Man City,1,1,D,False
740,44623,2011-11-27,Swansea,Aston Villa,0,0,D,False
741,44624,2011-12-03,Aston Villa,Man United,0,1,A,True
742,44625,2011-12-03,Blackburn,Swansea,4,2,H,True
743,44626,2011-12-03,Man City,Norwich,5,1,H,True
744,44627,2011-12-03,Newcastle,Chelsea,0,3,A,True
745,44628,2011-12-03,QPR,West Brom,1,1,D,True
746,44629,2011-12-03,Tottenham,Bolton,3,0,H,True
747,44630,2011-12-03,Wigan,Arsenal,0,4,A,True
748,44631,2011-12-04,Everton,Stoke,0,1,A,False
749,44632,2011-12-04,Wolves,Sunderland,2,1,H,False
750,44633,2011-12-05,Fulham,Liverpool,1,0,H,False
751,44634,2011-12-10,Arsenal,Everton,1,0,H,False
752,44635,2011-12-10,Bolton,Aston Villa,1,2,A,False
753,44636,2011-12-10,Liverpool,QPR,1,0,H,False
754,44637,2011-12-10,Man United,Wolves,4,1,H,False
755,44638,2011-12-10,Norwich,Newcastle,4,2,H,False
756,44639,2011-12-10,Swansea,Fulham,2,0,H,False
757,44640,2011-12-10,West Brom,Wigan,1,2,A,False
758,44641,2011-12-11,Stoke,Tottenham,2,1,H,False
759,44642,2011-12-11,Sunderland,Blackburn,2,1,H,False
760,44643,2011-12-12,Chelsea,Man City,2,1,H,True
761,44644,2011-12-17,Blackburn,West Brom,1,2,A,False
762,44645,2011-12-17,Everton,Norwich,1,1,D,False
763,44646,2011-12-17,Fulham,Bolton,2,0,H,False
764,44647,2011-12-17,Newcastle,Swansea,0,0,D,False
765,44648,2011-12-17,Wigan,Chelsea,1,1,D,False
766,44649,2011-12-17,Wolves,Stoke,1,2,A,False
767,44650,2011-12-18,Aston Villa,Liverpool,0,2,A,True
768,44651,2011-12-18,Man City,Arsenal,1,0,H,True
769,44652,2011-12-18,QPR,Man United,0,2,A,True
770,44653,2011-12-18,Tottenham,Sunderland,1,0,H,True
771,44654,2011-12-20,Blackburn,Bolton,1,2,A,False
772,44655,2011-12-20,Wolves,Norwich,2,2,D,False
773,44656,2011-12-21,Aston Villa,Arsenal,1,2,A,False
774,44657,2011-12-21,Everton,Swansea,1,0,H,False
775,44658,2011-12-21,Fulham,Man United,0,5,A,False
776,44659,2011-12-21,Man City,Stoke,3,0,H,False
777,44660,2011-12-21,Newcastle,West Brom,2,3,A,False
778,44661,2011-12-21,QPR,Sunderland,2,3,A,False
779,44662,2011-12-21,Wigan,Liverpool,0,0,D,False
780,44663,2011-12-22,Tottenham,Chelsea,1,1,D,False
781,44664,2011-12-26,Bolton,Newcastle,0,2,A,False
782,44665,2011-12-26,Chelsea,Fulham,1,1,D,False
783,44666,2011-12-26,Liverpool,Blackburn,1,1,D,False
784,44667,2011-12-26,Man United,Wigan,5,0,H,False
785,44668,2011-12-26,Stoke,Aston Villa,0,0,D,False
786,44669,2011-12-26,Sunderland,Everton,1,1,D,False
787,44670,2011-12-26,West Brom,Man City,0,0,D,False
788,44671,2011-12-27,Arsenal,Wolves,1,1,D,False
789,44672,2011-12-27,Norwich,Tottenham,0,2,A,False
790,44673,2011-12-27,Swansea,QPR,1,1,D,False
791,44674,2011-12-30,Liverpool,Newcastle,3,1,H,False
792,44675,2011-12-31,Arsenal,QPR,1,0,H,False
793,44676,2011-12-31,Bolton,Wolves,1,1,D,False
794,44677,2011-12-31,Chelsea,Aston Villa,1,3,A,False
795,44678,2011-12-31,Man United,Blackburn,2,3,A,False
796,44679,2011-12-31,Norwich,Fulham,1,1,D,False
797,44680,2011-12-31,Stoke,Wigan,2,2,D,False
798,44681,2011-12-31,Swansea,Tottenham,1,1,D,False
799,44682,2012-01-01,Sunderland,Man City,1,0,H,False
800,44683,2012-01-01,West Brom,Everton,0,1,A,False
801,44684,2012-01-02,Aston Villa,Swansea,0,2,A,True
802,44685,2012-01-02,Blackburn,Stoke,1,2,A,True
803,44686,2012-01-02,Fulham,Arsenal,2,1,H,True
804,44687,2012-01-02,QPR,Norwich,1,2,A,True
805,44688,2012-01-02,Wolves,Chelsea,1,2,A,True
806,44689,2012-01-03,Man City,Liverpool,3,0,H,True
807,44690,2012-01-03,Tottenham,West Brom,1,0,H,True
808,44691,2012-01-03,Wigan,Sunderland,1,4,A,True
809,44692,2012-01-04,Everton,Bolton,1,2,A,False
810,44693,2012-01-04,Newcastle,Man United,3,0,H,False
811,44694,2012-01-11,Tottenham,Everton,2,0,H,False
812,44695,2012-01-14,Aston Villa,Everton,1,1,D,False
813,44696,2012-01-14,Blackburn,Fulham,3,1,H,False
814,44697,2012-01-14,Chelsea,Sunderland,1,0,H,False
815,44698,2012-01-14,Liverpool,Stoke,0,0,D,False
816,44699,2012-01-14,Man United,Bolton,3,0,H,False
817,44700,2012-01-14,Tottenham,Wolves,1,1,D,False
818,44701,2012-01-14,West Brom,Norwich,1,2,A,False
819,44702,2012-01-15,Newcastle,QPR,1,0,H,False
820,44703,2012-01-15,Swansea,Arsenal,3,2,H,False
821,44704,2012-01-16,Wigan,Man City,0,1,A,False
822,44705,2012-01-21,Bolton,Liverpool,3,1,H,False
823,44706,2012-01-21,Everton,Blackburn,1,1,D,False
824,44707,2012-01-21,Fulham,Newcastle,5,2,H,False
825,44708,2012-01-21,Norwich,Chelsea,0,0,D,False
826,44709,2012-01-21,QPR,Wigan,3,1,H,False
827,44710,2012-01-21,Stoke,West Brom,1,2,A,False
828,44711,2012-01-21,Sunderland,Swansea,2,0,H,False
829,44712,2012-01-21,Wolves,Aston Villa,2,3,A,False
830,44713,2012-01-22,Arsenal,Man United,1,2,A,False
831,44714,2012-01-22,Man City,Tottenham,3,2,H,False
832,44715,2012-01-31,Everton,Man City,1,0,H,False
833,44716,2012-01-31,Man United,Stoke,2,0,H,False
834,44717,2012-01-31,Swansea,Chelsea,1,1,D,False
835,44718,2012-01-31,Tottenham,Wigan,3,1,H,False
